,train,val,test
99,TCGA-A3-3380-01A-01-TS1.6455da58-f102-4927-9c84-da7a3e585766,,
100,TCGA-A3-3380-01Z-00-DX1.67e52764-4c94-42b5-a725-4f61a86b49fe,,
101,TCGA-A3-3382-01A-01-BS1.82e2e8be-4116-4300-96f7-9de32adf4158,,
102,TCGA-A3-3382-01A-01-TS1.3e9a63ad-c628-4527-b49f-5315a13bc91e,,
103,TCGA-A3-3382-01A-02-BS2.28492742-5598-4635-af4c-061dc73d13bd,,
104,TCGA-A3-3382-01Z-00-DX1.38cdb806-248a-4030-8a47-b5ce266991de,,
105,TCGA-A3-3383-01A-01-BS1.3dcf189e-3b99-4a08-a71c-bed030321da7,,
106,TCGA-A3-3383-01A-01-TS1.88a7befa-9b30-451a-9542-e505e0346609,,
107,TCGA-A3-3383-01A-02-BS2.879e15ae-51cc-4305-bf4f-33bc68e21fd0,,
108,TCGA-A3-3383-01Z-00-DX1.47624bec-fdf1-48d6-8cd6-04cad2948117,,
109,TCGA-A3-3385-01A-01-BS1.a6db0617-fbcd-45f0-85e0-b65f5e77acd9,,
110,TCGA-A3-3385-01Z-00-DX1.c7b1827d-aa03-4622-a736-e6f27992b7cd,,
111,TCGA-A3-3387-01A-01-BS1.d3e19b29-19a3-4796-922d-be5248d9b41e,,
112,TCGA-A3-3387-01A-01-TS1.d0719d8d-1e96-407f-b647-06171061db34,,
113,TCGA-A3-3387-01Z-00-DX1.01a24641-ab38-41bc-9151-48e262eb4826,,
114,TCGA-A3-A6NI-01A-01-TS1.1CB452F5-5B2F-48F2-BFF4-F44E91ED29F1,,
115,TCGA-A3-A6NI-01Z-00-DX1.F7C8BE3C-D2B9-4374-BBB7-64C7CE11C0E1,,
116,TCGA-A3-A6NL-01A-01-TS1.08692307-9866-4A8E-8497-1D0DFBA2915D,,
117,TCGA-A3-A6NL-01Z-00-DX1.7796AE2F-CC39-4266-A740-DBB04ACA869D,,
118,TCGA-A3-A6NN-01A-01-TS1.6A83ABEA-7ACE-4DF3-83A6-CF4F0DD05850,,
119,TCGA-A3-A6NN-01Z-00-DX1.4769C9A7-02D2-4080-8AA1-CD34F11CB344,,
120,TCGA-A3-A8CQ-01A-01-TS1.A840AF08-DC0D-44CE-948F-3F468C3C1C58,,
121,TCGA-A3-A8CQ-01Z-00-DX1.78DA0827-5FB8-4B9F-A845-22F85830B5FB,,
122,TCGA-A3-A8OU-01A-01-TS1.DB197C22-1F37-4283-B2C5-033FBD6A2297,,
123,TCGA-A3-A8OU-01Z-00-DX1.5BF363CE-9DB1-40BB-9E77-CF930F12B1B8,,
124,TCGA-A3-A8OV-01A-01-TS1.B36FECA3-1413-45F8-BBBF-CACC6CCE6E69,,
125,TCGA-A3-A8OV-01Z-00-DX1.ABA46896-E96D-4208-B0E3-4712F04175D4,,
126,TCGA-A3-A8OW-01A-01-TS1.E02DBEB4-82BD-45D4-8C4C-B679E0F94B1B,,
127,TCGA-A3-A8OW-01Z-00-DX1.B173FC44-8708-4255-AF01-9D8194F0BCA1,,
128,TCGA-A3-A8OX-01A-01-TS1.AC6B56FC-8829-423A-A816-362525C0EE65,,
129,TCGA-A3-A8OX-01Z-00-DX1.5A010A2C-0F08-4FF7-A78B-B42198DAF505,,
130,TCGA-AK-3425-01A-01-BS1.6f1fe1eb-4b90-41b6-8077-16c497f96e0d,,
131,TCGA-AK-3425-01A-02-BS2.278c9767-06ab-43f2-ae1a-4ef2b2e03f43,,
132,TCGA-AK-3425-01Z-00-DX1.39FD616C-3050-41E1-BF80-D2069E492FDE,,
133,TCGA-AK-3426-01A-01-BS1.a6810ce9-2fec-40a0-90f7-0705c4d8e5f0,,
134,TCGA-AK-3426-01A-01-TS1.a6b8dbaa-b8b9-488a-b78f-7d6700d8e542,,
135,TCGA-AK-3426-01A-02-BS2.34a5f640-8ecd-46f8-a495-f89c128b4654,,
136,TCGA-AK-3426-01Z-00-DX1.65794348-1156-4211-B63A-AE2FFF1B0C26,,
137,TCGA-AK-3427-01A-01-BS1.3fe67a9b-bcac-4001-8e67-0685a4e31850,,
138,TCGA-AK-3427-01A-01-TS1.653339be-704d-455a-b3a4-f446ee00d59e,,
139,TCGA-AK-3427-01Z-00-DX1.bddd6316-1f27-40d7-8cdc-e19e58ef420d,,
140,TCGA-AK-3427-01Z-00-DX2.f79ddc05-97bc-49a0-9e0b-25f5e325555a,,
141,TCGA-AK-3428-01A-01-BS1.b18c39e9-a5bb-4aec-a13e-f30d9e932130,,
142,TCGA-AK-3428-01A-02-BS2.6df6fe6f-5701-4ec4-965a-64962eca282e,,
143,TCGA-AK-3428-01Z-00-DX1.E437BB00-F731-4B71-9A78-5BC7CA0F08AF,,
144,TCGA-AK-3429-01A-01-BS1.4c4d79d0-95b5-4a10-9b76-b19550a37c54,,
145,TCGA-AK-3429-01A-01-TS1.81c6ec51-5a35-42f6-b5a4-711d57b19cea,,
146,TCGA-AK-3429-01A-02-BS2.c8ce6f37-faaa-4314-8385-04af5cd93945,,
147,TCGA-AK-3429-01Z-00-DX1.3501F4D9-4764-4D30-A5BC-B0FF1A494CFE,,
148,TCGA-AK-3434-01A-01-BS1.12a90911-4c15-4af9-811b-3206fbbb708b,,
149,TCGA-AK-3434-01A-02-BS2.f4d62e2b-3275-47fb-8116-8607ea1541f5,,
150,TCGA-AK-3434-01Z-00-DX1.996B7B9A-9036-4C09-87DD-552170EE956D,,
151,TCGA-AK-3436-01A-01-BS1.4e91e3f2-5d3e-4b63-84f6-1ab5d1ea36f0,,
152,TCGA-AK-3436-01A-01-TS1.bbc5cea7-d210-485c-b5c8-8c056ce4c47a,,
153,TCGA-AK-3436-01A-02-BS2.9249ed3d-930d-4057-9fae-14b1c8297716,,
154,TCGA-AK-3436-01Z-00-DX1.E8C5CA5A-4DA0-4F66-818E-6C56B22C1EC1,,
155,TCGA-AK-3440-01A-01-BS1.ceabca88-ecca-4abb-84f1-984ad0f8d55c,,
156,TCGA-AK-3440-01A-01-TS1.7f5b1056-5573-4fca-ac91-6e6db367db46,,
157,TCGA-AK-3440-01A-02-BS2.bd19d599-ce58-43e3-9494-c23de1cf3eb3,,
158,TCGA-AK-3440-01Z-00-DX1.ea0763b1-4262-4c75-9f76-080af1ffeab7,,
159,TCGA-AK-3443-01A-01-BS1.2763cc61-8a02-4997-a34e-4c50987addf2,,
160,TCGA-AK-3443-01A-01-TS1.7d24c6f3-3119-4be2-888e-f4d51e94e71d,,
161,TCGA-AK-3443-01A-02-BS2.9a5b9b5e-aaac-4226-b88b-1c063a2a91e7,,
162,TCGA-AK-3443-01Z-00-DX1.bf067de8-9ca9-4be2-b064-2257ee323a09,,
163,TCGA-AK-3444-01A-01-BS1.c715ff45-01b4-439d-be6d-28984a8381c1,,
164,TCGA-AK-3444-01A-01-TS1.7bcd78f7-4d83-464c-a2e3-58e5e7feb71b,,
165,TCGA-AK-3444-01A-02-BS2.59ed7391-d793-4569-9645-aac2ea5d03b6,,
166,TCGA-AK-3444-01Z-00-DX1.1F0E0B47-29FF-456F-800A-539983FDCFAA,,
167,TCGA-AK-3445-01A-01-BS1.0496009e-99c6-41d3-97ab-620e332de516,,
168,TCGA-AK-3445-01A-02-BS2.86dc84d2-c899-4ad6-a66a-84e046f0e0f6,,
169,TCGA-AK-3445-01Z-00-DX1.FAD9A2F0-BDF8-445B-93C2-70AE41E246FB,,
170,TCGA-AK-3447-01A-01-BS1.d736ff05-4908-447f-8b63-334a59540b82,,
171,TCGA-AK-3447-01A-01-TS1.14cf1e9f-1c4e-4bd6-b29c-df82f09cd686,,
172,TCGA-AK-3447-01Z-00-DX1.3ed3ae76-21b2-46d0-bcb8-2d9ff54908ce,,
173,TCGA-AK-3450-01A-01-BS1.2ce3ef6b-538f-46ab-a75b-d40c4f6190f2,,
174,TCGA-AK-3450-01A-02-BS2.8f7ced99-624a-4928-b8af-6a02056b6acf,,
175,TCGA-AK-3450-01Z-00-DX1.84C9CCDE-F1FD-4BDC-B819-25078EF350A5,,
176,TCGA-AK-3451-01A-01-BS1.cba56a8c-b181-43af-8777-53ea8712b81e,,
177,TCGA-AK-3451-01Z-00-DX1.1CC3099A-F2E1-43D6-B9AC-8DC640ABB014,,
178,TCGA-AK-3453-01A-01-BS1.2a8eb25a-0832-4067-b385-dfdafbfa4ec0,,
179,TCGA-AK-3453-01A-01-TS1.e92c6041-deca-4b3d-9e36-22a5059edc41,,
180,TCGA-AK-3453-01A-02-BS2.9ee66023-5daf-4de6-b3b5-8a4780a8dccd,,
181,TCGA-AK-3453-01Z-00-DX1.39B363CD-9995-4077-9C44-3A2F4792A510,,
182,TCGA-AK-3454-01A-01-BS1.6301c221-2f31-479c-9532-b48550ad7aef,,
183,TCGA-AK-3454-01A-02-BS2.d5520c0d-310d-4b52-b13b-87435ada4859,,
184,TCGA-AK-3454-01Z-00-DX1.C6853BCF-0ECF-443A-8516-6D544C9BD456,,
185,TCGA-AK-3455-01A-01-BS1.0f341a56-fd3b-47e0-8417-5e3256f80d5a,,
186,TCGA-AK-3455-01A-01-TS1.db7cbc9a-260b-45ba-a7b5-b3b2c77d0def,,
187,TCGA-AK-3455-01Z-00-DX1.58C308CD-4338-47E2-A8B0-EA0649F33358,,
188,TCGA-AK-3456-01A-01-BS1.7a03ec20-36a3-4139-8f7d-47ed25c601e3,,
189,TCGA-AK-3456-01A-01-TS1.7376e24a-6fd0-4f3b-8bd0-3fdf69c4d65f,,
190,TCGA-AK-3456-01A-02-BS2.4d4f769b-33e4-48ae-be3a-650b4a7b0a4e,,
191,TCGA-AK-3456-01Z-00-DX1.E853A155-6567-49B7-8364-C63BBEFC1339,,
192,TCGA-AK-3458-01A-01-BS1.8060f41b-d5b6-4a9e-a037-55c38d6cafdf,,
193,TCGA-AK-3458-01A-01-TS1.1e1846f0-3936-4380-b3b4-ed3da28c60f6,,
194,TCGA-AK-3458-01Z-00-DX1.45890D8B-B66A-49C9-983A-4A2AD6722076,,
195,TCGA-AK-3461-01A-01-BS1.103f307d-7deb-4242-9a31-67279fa0d094,,
196,TCGA-AK-3461-01A-02-BS2.4e1995ca-9f74-4a5b-aa35-635b024daf86,,
197,TCGA-AK-3461-01Z-00-DX1.C63E8820-0A22-4567-B986-2958B4B73EA9,,
198,TCGA-AK-3465-01A-01-BS1.2dc224a1-0201-4630-a303-cbdd2d0d7ec8,,
199,TCGA-AK-3465-01A-01-TS1.477256c3-25cb-4b2e-8ae1-70a00310907b,,
200,TCGA-AK-3465-01Z-00-DX1.17a6b1da-f8b4-4bfb-98f0-6cf6a71f27d7,,
201,TCGA-AS-3778-01A-01-BS1.838dc562-12f5-4b3d-8dd8-9363e00e9dd9,,
202,TCGA-AS-3778-01Z-00-DX1.E44DEEAC-DDAC-476A-A8EB-A7E3689B4121,,
203,TCGA-B0-4688-01A-01-BS1.ed05f493-a804-453a-bb92-bd0482588495,,
204,TCGA-B0-4688-01A-01-TS1.578195f9-af10-45df-917c-624c71b96e93,,
205,TCGA-B0-4688-01Z-00-DX1.cb882331-49f1-4662-b142-0e9836993eb4,,
206,TCGA-B0-4690-01A-01-BS1.9f27fbe1-f8e7-450a-9b87-7feb0e92bf1c,,
207,TCGA-B0-4690-01A-01-TS1.8d13dac8-dfbb-4cd5-82c5-293c62a87b6b,,
208,TCGA-B0-4690-01Z-00-DX1.efecabc0-bb34-41e4-b631-0b2043826124,,
209,TCGA-B0-4691-01A-01-BS1.37c026ae-98ed-439c-abe1-b4c0f41650f0,,
210,TCGA-B0-4691-01A-01-TS1.0c8e791d-54dc-4f30-985b-99962981da84,,
211,TCGA-B0-4691-01Z-00-DX1.789de56b-23df-47c5-a075-705edc9e6d44,,
212,TCGA-B0-4696-01A-01-BS1.802aa0c2-d722-46b1-9a66-29333abba34c,,
213,TCGA-B0-4696-01A-01-TS1.d56c89b6-cda6-45f7-965a-1cf6dc037ad1,,
214,TCGA-B0-4696-01Z-00-DX1.87ac4060-189a-4187-a7ed-9bc5fcfa6feb,,
215,TCGA-B0-4697-01A-01-BS1.c2517620-97eb-4f96-9099-44e940883632,,
216,TCGA-B0-4697-01A-01-TS1.5a12ae89-eadd-4754-a8da-8c916b407678,,
217,TCGA-B0-4697-01Z-00-DX1.f897b21b-75c7-4ebc-86d9-8d783b39fefa,,
218,TCGA-B0-4698-01A-01-BS1.6c07c221-172c-4244-890c-df21faec69fb,,
219,TCGA-B0-4698-01Z-00-DX1.e50fd25d-db5f-419f-b400-911fce1333d0,,
220,TCGA-B0-4699-01A-01-BS1.cdb8ebe8-0b5f-4b9f-8674-99f11a560624,,
221,TCGA-B0-4699-01A-01-TS1.34f8c510-bd52-4958-b43f-91517a0d8d23,,
222,TCGA-B0-4699-01Z-00-DX1.18b6d6e7-6e37-4bcd-922c-ce81e2e81067,,
223,TCGA-B0-4701-01A-01-BS1.cc8f2648-1e41-4ab0-844e-02ad7a523a6a,,
224,TCGA-B0-4701-01A-01-TS1.342485af-6246-4baf-af2a-39c6e769be5c,,
225,TCGA-B0-4701-01Z-00-DX1.fc6a514f-dd38-4b97-bf71-e365436f4009,,
226,TCGA-B0-4706-01A-01-BS1.28848ee2-2746-4f5f-89f6-3691fd1796cc,,
227,TCGA-B0-4706-01A-01-TS1.1d3049ed-b108-4057-a32d-c8b462c7e548,,
228,TCGA-B0-4706-01Z-00-DX1.a29630d2-be74-4245-8d47-2e1694bea5e4,,
229,TCGA-B0-4707-01A-01-BS1.2aa683db-533a-4bb9-aba6-7354d949071f,,
230,TCGA-B0-4707-01A-01-TS1.3c090ca3-1b37-4697-9bc4-978f39e795e6,,
231,TCGA-B0-4707-01Z-00-DX1.861325d7-cd42-4564-87f7-53deccc410d8,,
232,TCGA-B0-4710-01A-01-BS1.5689c06c-75e5-4d01-ba99-04006bc63d98,,
233,TCGA-B0-4710-01A-01-TS1.943d9be1-a146-4094-b491-caef1db7eadf,,
234,TCGA-B0-4710-01Z-00-DX1.e1440c30-b28d-42a8-b126-5abab7e0e3b2,,
235,TCGA-B0-4712-01A-01-BS1.d42173e8-95cd-46c9-bcf8-5347511f02d2,,
236,TCGA-B0-4712-01A-01-TS1.c7ac6556-e3c1-4bb2-9c21-aa200b463115,,
237,TCGA-B0-4712-01Z-00-DX1.b584d650-4bdd-452c-9926-18a1a8388d91,,
238,TCGA-B0-4713-01Z-00-DX1.974f47b6-2d74-4bb0-8436-0712b77f4d0d,,
239,TCGA-B0-4718-01A-01-BS1.b6e13422-7214-4a8b-93e9-539108b1e7b4,,
240,TCGA-B0-4718-01A-01-TS1.562cbb27-3945-4a57-839a-cf5795ab1a3f,,
241,TCGA-B0-4718-01Z-00-DX1.24cc8660-df2d-4910-ae5d-68b6ab6feb57,,
242,TCGA-B0-4810-01A-01-BS1.48143087-b440-4f48-8f17-40c9a2a71006,,
243,TCGA-B0-4810-01A-01-TS1.b1c0ef89-2c7f-484d-86da-723c842b59bc,,
244,TCGA-B0-4810-01Z-00-DX1.c3874ffc-31ff-41c3-a474-48e2ff90783c,,
245,TCGA-B0-4811-01A-01-BS1.618e0f9d-4942-407a-839f-1cd53165250e,,
246,TCGA-B0-4811-01A-01-TS1.79510344-0a91-423e-abb6-1e5f0828b2c1,,
247,TCGA-B0-4811-01Z-00-DX1.8872dd8e-d119-4928-8639-801bf89ddd6a,,
248,TCGA-B0-4813-01A-01-BS1.ab351115-f852-46d1-a07f-39b775ba16b1,,
249,TCGA-B0-4813-01A-01-TS1.d74086ef-4e87-4441-b38f-a1d16cf88147,,
250,TCGA-B0-4813-01Z-00-DX1.8ea2278c-1446-4820-986d-79e4c0080b88,,
251,TCGA-B0-4814-01A-01-BS1.27921a2c-9356-4a8f-b7d2-53ff1ccab13c,,
252,TCGA-B0-4814-01A-01-TS1.3eb5e5cd-520e-4528-b7fd-c96438533164,,
253,TCGA-B0-4814-01Z-00-DX1.954b3034-13bf-49f3-ba89-175fd1fc7fbd,,
254,TCGA-B0-4815-01A-01-BS1.a9b09080-d617-4aa7-987e-ee5b2a954feb,,
255,TCGA-B0-4815-01A-01-TS1.24541590-fdf9-4f7d-b6dd-9f4a06d97780,,
256,TCGA-B0-4815-01Z-00-DX1.dd230cfa-5952-4fe7-b73b-5492f0d37723,,
257,TCGA-B0-4816-01A-01-BS1.37853c1e-a5f1-4019-b751-07660f7a99f3,,
258,TCGA-B0-4816-01A-01-TS1.6f8dfbb7-b814-4c97-a415-5eec7c9c3bdc,,
259,TCGA-B0-4816-01Z-00-DX1.6cc0b334-b885-4cdc-a2a8-cd3efaa2e241,,
260,TCGA-B0-4817-01A-01-BS1.483a143b-36b7-4156-a2dc-f0f31c405ee8,,
261,TCGA-B0-4817-01A-01-TS1.8198813f-0006-4416-bfa6-2e69c72ccc94,,
262,TCGA-B0-4817-01Z-00-DX1.92c7c348-7373-4ebc-9459-c8122e6eeb41,,
263,TCGA-B0-4818-01A-01-BS1.3e14326c-26b3-4693-8c5b-e18af1a5c7d7,,
264,TCGA-B0-4818-01A-01-TS1.9c0b4b3c-33b6-4b8d-b7f7-fe84f27b90d5,,
265,TCGA-B0-4818-01Z-00-DX1.b5b74b2d-0d2f-40b3-81c9-e2b570da5918,,
266,TCGA-B0-4819-01A-01-BS1.edaff3f9-4e6f-47e5-b4df-35f65a00889a,,
267,TCGA-B0-4819-01A-01-TS1.758e708e-73f4-43d5-9783-974ba16a766a,,
268,TCGA-B0-4819-01Z-00-DX1.4ce81ca5-c546-4d52-895f-092b43635dfc,,
269,TCGA-B0-4821-01A-01-BS1.2285dd15-4a72-4c7e-a6b5-57e5e8b9caa0,,
270,TCGA-B0-4821-01A-01-TS1.4fdd4775-4631-4f23-a822-968ed9ccdfda,,
271,TCGA-B0-4821-01Z-00-DX1.794eb92f-941b-46a8-9aba-fa702408b772,,
272,TCGA-B0-4822-01A-01-BS1.09f9d701-3ff3-441b-98b8-5b00bdce3f31,,
273,TCGA-B0-4822-01A-01-TS1.bf16e3a2-764a-473d-98b3-0975491d139a,,
274,TCGA-B0-4822-01Z-00-DX1.02168abf-0d65-4bdf-b740-e1e082dd9d03,,
275,TCGA-B0-4823-01A-01-BS1.50b0fce9-a34f-4523-87fc-4fbcff748dd2,,
276,TCGA-B0-4823-01A-02-BS2.397bf3c4-7369-4e1d-8bfa-70e609213877,,
277,TCGA-B0-4823-01Z-00-DX1.9a23a831-7fc7-404c-b195-b3b999b8dfe2,,
278,TCGA-B0-4824-01A-01-BS1.f4866c6e-e4ab-46ea-9de5-21fd22a5bb36,,
279,TCGA-B0-4824-01A-01-TS1.8d9af305-b0b0-4b4c-b7e9-3ecf26608c89,,
280,TCGA-B0-4824-01Z-00-DX1.c454abac-df1a-4610-be22-49358c436f8d,,
281,TCGA-B0-4827-01A-01-BS1.7b302da4-1eee-48db-b22a-e4f147b3b4af,,
282,TCGA-B0-4827-01A-02-BS2.d0254c87-8330-4b46-b380-bbf1731ed3fe,,
283,TCGA-B0-4827-01Z-00-DX1.c08eeafe-d2d4-41d1-a8f5-eacd1b0e601f,,
284,TCGA-B0-4828-01A-01-BS1.2a8a2acb-8e21-48fd-98cf-c1f93ae5af80,,
285,TCGA-B0-4828-01A-01-TS1.d32ee078-ed44-4145-8781-e69b11464f08,,
286,TCGA-B0-4828-01Z-00-DX1.e7b639f3-13e2-4886-8a53-f3fff0d24fbe,,
287,TCGA-B0-4833-01A-01-BS1.2136bc3b-76b8-4a64-b45e-46018a4353bb,,
288,TCGA-B0-4833-01A-01-TS1.d13a6cf3-026a-451e-834e-1e57177e015b,,
289,TCGA-B0-4833-01Z-00-DX1.8fdfe3f1-fd35-48de-8b87-b68e901cd883,,
290,TCGA-B0-4834-01A-01-BS1.7376538c-5092-42cc-8ab6-fc90733a45b5,,
291,TCGA-B0-4834-01A-01-TS1.388818dc-ca43-4a90-a8b9-d3428ddba90c,,
292,TCGA-B0-4834-01Z-00-DX1.c4bb0354-50a6-4ac7-b538-59a9428bc527,,
293,TCGA-B0-4837-01A-01-BS1.6fe02c11-0cbc-48dc-beec-bbf6218d7792,,
294,TCGA-B0-4837-01A-01-TS1.7e3aef17-78a5-41d5-8a1b-d803612dedbc,,
295,TCGA-B0-4837-01Z-00-DX1.ecceeb39-a226-4ad3-8d0f-c73d7430b78b,,
296,TCGA-B0-4838-01A-01-BS1.069ef5da-f919-4525-823a-e820c043dac1,,
297,TCGA-B0-4838-01A-01-TS1.5815f039-af07-456c-809b-40de9f4e4e1e,,
298,TCGA-B0-4838-01Z-00-DX1.4276ecc3-5aa3-4b54-b146-7327e0b4a4c4,,
299,TCGA-B0-4839-01A-01-BS1.9ef02e09-8670-4d9c-8ea3-b40060e56e41,,
300,TCGA-B0-4839-01A-01-TS1.a0488a6b-a727-4858-a9fe-e3bcbdf42cf3,,
301,TCGA-B0-4839-01Z-00-DX1.0c13b082-d7e6-4327-b5cc-ab6bd99b78aa,,
302,TCGA-B0-4841-01A-01-BS1.64ff8ede-1182-4836-8a9a-6b943c0085f8,,
303,TCGA-B0-4841-01Z-00-DX1.a33f52a7-d045-4aaa-acbe-e3122f33147c,,
304,TCGA-B0-4843-01A-01-BS1.9f407a60-c968-47ae-b7d4-6827f1fe4b8c,,
305,TCGA-B0-4843-01A-01-TS1.50e3a2cb-5ca0-46d5-9fcb-c85d902cfb38,,
306,TCGA-B0-4843-01Z-00-DX1.22597d5c-43e9-4ed1-a2c2-68d2f70fd5c4,,
307,TCGA-B0-4844-01A-01-BS1.4ab76d7c-d2ba-48ce-9096-a31ddd091c8e,,
308,TCGA-B0-4844-01A-01-TS1.ff0d86e7-0fbf-41ee-bc9b-e87e646af8d8,,
309,TCGA-B0-4844-01Z-00-DX1.18c475a1-24a9-473b-82e7-0caa621d18b1,,
310,TCGA-B0-4845-01A-01-BS1.902492e8-a6fa-4a93-b050-c2f56bcb3fcc,,
311,TCGA-B0-4845-01A-01-TS1.15bf9ec5-ba50-4468-bb71-ff3f2b5dd9a0,,
312,TCGA-B0-4845-01Z-00-DX1.1d063483-26f6-4534-9fb0-f66f5d46a38c,,
313,TCGA-B0-4846-01A-01-BS1.d0732016-d54a-4d1c-b802-75a94aae99bf,,
314,TCGA-B0-4846-01A-01-TS1.bd18da16-67fd-49f0-88b7-34b686ed6208,,
315,TCGA-B0-4846-01Z-00-DX1.7552759a-fa5b-425f-8db1-33fe6f871f6b,,
316,TCGA-B0-4847-01A-01-BS1.844c16d6-0360-4d85-bd39-f0e232d606f8,,
317,TCGA-B0-4847-01A-01-TS1.83331af8-0864-4709-98e6-9c29cd719caf,,
318,TCGA-B0-4847-01Z-00-DX1.d3846058-14c5-40c7-bee9-e2ffe42b5729,,
319,TCGA-B0-4849-01A-01-BS1.adf06f73-ffb0-4510-b4ed-f8d0d33ecfff,,
320,TCGA-B0-4849-01A-01-TS1.42b72008-c039-48c0-bbed-ae43b01be895,,
321,TCGA-B0-4849-01Z-00-DX1.979ac1bc-d04f-470d-bed2-85d3bd3cd912,,
322,TCGA-B0-4852-01A-01-BS1.5690986e-7069-4f14-9508-72a8064f094a,,
323,TCGA-B0-4852-01A-01-TS1.f12a4af9-63e0-421a-9a81-045e71deab4a,,
324,TCGA-B0-4852-01Z-00-DX1.b3511f16-8d4e-4fa4-9f67-8309f277f167,,
325,TCGA-B0-4945-01A-01-BS1.c812219f-2bd0-4414-8b2c-482a9c76ff59,,
326,TCGA-B0-4945-01A-01-TS1.e9816537-5586-4076-a7d2-2dd88369a28d,,
327,TCGA-B0-4945-01Z-00-DX1.590b650c-c9cb-4601-886c-fde0ccd9b90d,,
328,TCGA-B0-5075-01A-01-BS1.3e7e354d-568b-4674-9c05-abacb28f1f2e,,
329,TCGA-B0-5075-01A-01-TS1.6d86a9a1-baf4-497a-9728-e7900e560662,,
330,TCGA-B0-5075-01Z-00-DX1.09207440-8016-4053-ba10-864744c3508c,,
331,TCGA-B0-5080-01A-01-BS1.cc063aea-ba4f-4f45-930b-a0e45f2ea964,,
332,TCGA-B0-5080-01A-01-TS1.89e61865-4557-41d1-aaf7-5848e959884a,,
333,TCGA-B0-5080-01Z-00-DX1.488e6d8d-2cd8-4fa5-a5fb-2c2c54a36dcb,,
334,TCGA-B0-5081-01A-01-BS1.fbf07502-14bf-45dd-8834-b3ccf4282a52,,
335,TCGA-B0-5081-01A-01-TS1.88d098af-6f5a-4bee-82d3-447708467d31,,
336,TCGA-B0-5081-01Z-00-DX1.2fed8120-8e9c-4a23-bd1b-645f91450464,,
337,TCGA-B0-5083-01A-01-BS1.82157abc-3713-4fc1-862c-9913c5c0bfe0,,
338,TCGA-B0-5083-01A-02-BS2.5c6a998b-aef4-44dc-969d-471fb69fe6c1,,
339,TCGA-B0-5083-01Z-00-DX1.f27af4bd-c418-46aa-aa6e-10890090645e,,
340,TCGA-B0-5088-01A-01-BS1.9b3e3457-9cc3-4d68-a2a2-0d29e84a4c1d,,
341,TCGA-B0-5088-01A-01-TS1.d6eb9c0d-c866-4473-862c-5fd5f41b499f,,
342,TCGA-B0-5088-01Z-00-DX1.69bb79f8-33cc-4c9c-be63-323e5470fdde,,
343,TCGA-B0-5094-01A-01-BS1.a8386aaf-ea36-4f31-9296-08f5e152e061,,
344,TCGA-B0-5094-01A-01-TS1.60bfdb27-cbf5-4b5e-9d35-393dbbfa9bb2,,
345,TCGA-B0-5094-01Z-00-DX1.eac31fe2-09da-4ecf-8e25-c073cbb03295,,
346,TCGA-B0-5097-01A-01-BS1.2f57e659-9c5a-42df-ac32-041dfca323cf,,
347,TCGA-B0-5097-01A-01-TS1.baf3e2fc-a358-43cb-a396-7a96c33fcd14,,
348,TCGA-B0-5098-01A-01-BS1.9308c72d-2ef2-45c4-8dd6-3730083384b5,,
349,TCGA-B0-5098-01A-01-TS1.daf8a901-7c17-4226-978a-d0995f6bbbfe,,
350,TCGA-B0-5098-01Z-00-DX1.d9298d58-2fd2-4cfd-9900-6e0b7ebfc9c9,,
351,TCGA-B0-5099-01A-01-BS1.c0b3dab1-0d8e-44cf-9988-2024869cc9aa,,
352,TCGA-B0-5099-01A-01-TS1.ebe2559c-42dd-415b-b207-3860c5a37abe,,
353,TCGA-B0-5099-01Z-00-DX1.b52a09b0-7361-4bc8-afce-d587d716599a,,
354,TCGA-B0-5100-01A-01-BS1.2954d897-ca15-4f1f-8474-b7935f639e9c,,
355,TCGA-B0-5100-01A-01-TS1.26233fe7-26bb-4e0e-93b4-0fcb652b9747,,
356,TCGA-B0-5100-01Z-00-DX1.52baec4e-41bf-4ddc-ac0d-8058f8078018,,
357,TCGA-B0-5102-01A-01-BS1.cf8062f6-f99a-4865-8ee5-0f7ebdc5b991,,
358,TCGA-B0-5102-01A-01-TS1.64e6d46f-a4fb-4b76-b678-8b887b6bd7d7,,
359,TCGA-B0-5102-01Z-00-DX1.0dc0a4bf-4836-4f9f-a31e-c03eb6855cf7,,
360,TCGA-B0-5104-01A-01-BS1.8e5b29fe-50e5-4d67-910a-80f187abd6b8,,
361,TCGA-B0-5104-01A-01-TS1.30a833c0-a56b-4dc0-8d89-deab5050ab15,,
362,TCGA-B0-5104-01Z-00-DX1.1e36aacb-87e0-4629-81a6-17a694802d4e,,
363,TCGA-B0-5106-01A-01-BS1.aa681c7c-1aa0-41d7-8988-d942d3df444c,,
364,TCGA-B0-5106-01A-01-TS1.c50fdd8d-636e-4ef5-a9d5-ff67b7fbfac5,,
365,TCGA-B0-5106-01Z-00-DX1.564e51a3-be50-4eed-ba9c-4d478b96ffc6,,
366,TCGA-B0-5107-01A-01-BS1.d882c53c-ff64-4365-ad11-816b430c3927,,
367,TCGA-B0-5107-01A-01-TS1.63f4ec16-f7f4-43a4-b5b3-e10422a35cee,,
368,TCGA-B0-5107-01Z-00-DX1.2c11c70b-c063-4d59-903d-d39175e3c161,,
